X,Y,Name,description
12.5889864,55.6733932,Rufino Osteria,
12.5936309,55.6793519,Sea by Kiin Kiin,
12.5864333,55.6826053,Barabba restaurant italien,
12.5889923,55.6831915,Aoc,
12.568512,55.679581,Brace,
12.5656849,55.6758437,Trio Restaurant & Bar,
-1.533423,43.442725,Gaztelur - restaurant Arcangues,
2.3778849,48.8617702,Vertigo FMR,
2.277786,48.851537,Daroco 16,
2.3392712,48.8671391,Daroco,
-0.1254563,51.5361879,Dishoom King's Cross,
-0.0767557,51.5243094,BRAT Restaurant,
-0.1994013,51.5148611,Ottolenghi Notting Hill,
-0.1386997,51.5176771,ROVI,
-0.1566667,51.4994444,Ottolenghi Belgravia,
-1.6575673,43.396743,"Rita, La Vierge à la mer",
2.3340993,48.8793849,Uncino,
-1.5578629,43.4814574,Epoq,
-1.6086429,43.4269139,Ilunabar Guéthary,
-1.5383756,43.421414,Moulin d'Alotz,
-1.6639845,43.38812,Aux Pigeons Blancs,
-1.4447646,43.3415809,Choko Ona Espelette,
-9.1467363,38.7100173,Água pela Barba,
2.378261,48.865788,La Mercerie,
2.3165548,48.8339719,L'Entrepôt l Restaurant Fulgurances à l'Entrepôt,
2.3375085,48.880856,Frenchie Pigalle,
9.1018514,41.7126235,A Pignata,
9.2797898,41.5913248,A Cantina di l'Orriu,
9.1581535,41.3868296,Ciccio,
2.3437086,48.8742009,PAPI Restaurant,
2.3417505,48.8683099,Cali Sisters,
2.3131478,48.8478379,Oui Mon Général !,
2.3782063,48.8517191,Buffet,
2.324069,48.833419,L'Assiette,
-9.134951,38.710545,Prado Restaurante,
-9.1474989,38.7159709,A Cevicheria,
-9.1422222,38.7086111,Cantinho do Avillez - Chiado,
-9.1335116,38.7170519,Taberna do Calhau,
-9.1519267,38.7082757,Comida Independente,
-9.1748014,38.7064109,Izcalli Antojeria,
5.3862614,43.2700481,AM par Alexandre Mazzia,
2.318709,48.8819791,ANONA,
2.3476571,48.8719938,Kémia Paris,
5.3823059,43.2934757,limmat,
-1.6603119,43.3864873,Le Komptoir des Amis,
5.3737193,43.2830839,La Bonne Mère,
2.1633639,41.3826599,Alkimia,
2.1572649,41.3912582,Gresca,
2.1633998,41.3960475,Restaurant Xavier Pellicer,
-3.6926825,40.4274278,FAYER Madrid,
-3.6973425,40.4175316,Umiko Restaurante Japonés Fusión,
-3.689708,40.4212084,Il Tavolo Verde,
-3.6896583,40.4356778,Miyama,
2.1765201,41.3884277,Flax & Kale Passage,
2.1669703,41.391895,La Paradeta,
2.190493,41.3690429,Pez Vela,
2.1568501,41.3752065,Tickets,
2.173125,41.3791528,Cañete,
2.1598404,41.3945214,Boca Grande,
2.3712576,48.8694776,Le Dauphin,
2.3704498,48.8639946,L'Osteria Dell'Anima,
2.356599,48.8632026,Parcelles,
2.3422587,48.8609861,Liquide par Substance,
2.3822722,48.8722886,PALOMA,
2.3357942,48.8851127,Sushi Shunei,
-9.2224621,38.6246162,Restaurante Praia da Mata,
11.2566966,43.7701295,Vini E Vecchi Sapori,
2.3500587,48.8806409,Billili,
2.1199224,48.8013233,"Airelles Château de Versailles, Le Grand Contrôle",
